SISTEMA,OWNER,TABLE_NAME,NUM_ROWS,NUM_ROWS_STR,text,bubble_size
SIMS,SIMS,SIMS_MOV_CUPONES,244.0,244.00,Sistema: SIMS<br>Tabla:  SIMS_MOV_CUPONES<br>Numero de registro: 244.00<br>,35.62049935181331
SISEC,SISEC,SISEC_MO_PER_PROG_DET,660.0,660.00,Sistema: SISEC<br>Tabla:  SISEC_MO_PER_PROG_DET<br>Numero de registro: 660.00<br>,45.69046515733026
SIAG,GIA,SIAG_CARTERAS,6.0,6.00,Sistema: SIAG<br>Tabla:  SIAG_CARTERAS<br>Numero de registro: 6.00<br>,22.44948974278318
FFON,FLUFON,CFE_C_DEPARTAMENTO,55.0,55.00,Sistema: FFON<br>Tabla:  CFE_C_DEPARTAMENTO<br>Numero de registro: 55.00<br>,27.416198487095663
SIAG,GIA,GIA_CONCEPTOS_EDO,1917.0,"1,917.00","Sistema: SIAG<br>Tabla:  GIA_CONCEPTOS_EDO<br>Numero de registro: 1,917.00<br>",63.78355855797927
SISEC,SISEC,DMRS_TABLEVIEWS,0.0,0.00,Sistema: SISEC<br>Tabla:  DMRS_TABLEVIEWS<br>Numero de registro: 0.00<br>,20.0
FFON,FLUFON,CFE_M_MT300TMP,95015.0,"95,015.00","Sistema: FFON<br>Tabla:  CFE_M_MT300TMP<br>Numero de registro: 95,015.00<br>",328.2450324011727
SISEC,SISEC,SISEC_USUARIOS_SEGUIMIENTO,15.0,15.00,Sistema: SISEC<br>Tabla:  SISEC_USUARIOS_SEGUIMIENTO<br>Numero de registro: 15.00<br>,23.872983346207416
SIAG,GIA,SIAG_HIS_CONC_CEDULA,3338.0,"3,338.00","Sistema: SIAG<br>Tabla:  SIAG_HIS_CONC_CEDULA<br>Numero de registro: 3,338.00<br>",77.77542730261716
SIRAC,SIRAC,PR_SALDOS_OPERACION,2274.0,"2,274.00","Sistema: SIRAC<br>Tabla:  PR_SALDOS_OPERACION<br>Numero de registro: 2,274.00<br>",67.68647607026546
SIRYS,SIRYS,RCV_FUNCION,43.0,43.00,Sistema: SIRYS<br>Tabla:  RCV_FUNCION<br>Numero de registro: 43.00<br>,26.557438524302
SISEC,SISEC,SISEC_LINEAS_CREDITOS,0.0,0.00,Sistema: SISEC<br>Tabla:  SISEC_LINEAS_CREDITOS<br>Numero de registro: 0.00<br>,20.0
SIRAC,SIRAC,MG_NIVELES,0.0,0.00,Sistema: SIRAC<br>Tabla:  MG_NIVELES<br>Numero de registro: 0.00<br>,20.0
FFON,FLUFON,CFE_D_CONCILIACION,0.0,0.00,Sistema: FFON<br>Tabla:  CFE_D_CONCILIACION<br>Numero de registro: 0.00<br>,20.0
SIRAC,SIRAC,PR_ANTERIOR_MONARKA,0.0,0.00,Sistema: SIRAC<br>Tabla:  PR_ANTERIOR_MONARKA<br>Numero de registro: 0.00<br>,20.0
FFON,FLUFON,CFE_C_DIVISA,9.0,9.00,Sistema: FFON<br>Tabla:  CFE_C_DIVISA<br>Numero de registro: 9.00<br>,23.0
SIAG,GIA,SIAG_CAT_TIPOCONTRAGARANTIA,4.0,4.00,Sistema: SIAG<br>Tabla:  SIAG_CAT_TIPOCONTRAGARANTIA<br>Numero de registro: 4.00<br>,22.0
SIRAC,SIRAC,MG_DEPARTAMENTOS_DE_EMPRESA,47.0,47.00,Sistema: SIRAC<br>Tabla:  MG_DEPARTAMENTOS_DE_EMPRESA<br>Numero de registro: 47.00<br>,26.855654600401046
SIRAC,SIRAC,PR_AMORT_X_TIPO_CREDITO,15.0,15.00,Sistema: SIRAC<br>Tabla:  PR_AMORT_X_TIPO_CREDITO<br>Numero de registro: 15.00<br>,23.872983346207416
SIRAC,SIRAC,GA_TIPO_BIENES,0.0,0.00,Sistema: SIRAC<br>Tabla:  GA_TIPO_BIENES<br>Numero de registro: 0.00<br>,20.0
SIRAC,SIRAC,CA_SALDOS_MENSUALES,0.0,0.00,Sistema: SIRAC<br>Tabla:  CA_SALDOS_MENSUALES<br>Numero de registro: 0.00<br>,20.0
SIAF,NSIAF,SIAF_EFA_EDO_MOD_4_DET_BIT,0.0,0.00,Sistema: SIAF<br>Tabla:  SIAF_EFA_EDO_MOD_4_DET_BIT<br>Numero de registro: 0.00<br>,20.0
IMRC,TROYA,EMPRESA_INFO,12988.0,"12,988.00","Sistema: IMRC<br>Tabla:  EMPRESA_INFO<br>Numero de registro: 12,988.00<br>",133.964906879267
SIRAC,SIRAC,CG_HISTORICO_DETALLES,0.0,0.00,Sistema: SIRAC<br>Tabla:  CG_HISTORICO_DETALLES<br>Numero de registro: 0.00<br>,20.0
FFON,FLUFON,CFE_M_SOLICITUD,30948536.0,"30,948,536.00","Sistema: FFON<br>Tabla:  CFE_M_SOLICITUD<br>Numero de registro: 30,948,536.00<br>",5583.140839489865
SCC,TASU,TASU_RANGOS_SECTOR,40.0,40.00,Sistema: SCC<br>Tabla:  TASU_RANGOS_SECTOR<br>Numero de registro: 40.00<br>,26.32455532033676
IMRC,TROYA,ANA_CUALITATIVO,340.0,340.00,Sistema: IMRC<br>Tabla:  ANA_CUALITATIVO<br>Numero de registro: 340.00<br>,38.439088914585774
SIRYS,SIRYS,RCV_TIPOS_DE_TASA,166.0,166.00,Sistema: SIRYS<br>Tabla:  RCV_TIPOS_DE_TASA<br>Numero de registro: 166.00<br>,32.88409872672513
BNC,BNC,BNC_EMPRESAS,4746.0,"4,746.00","Sistema: BNC<br>Tabla:  BNC_EMPRESAS<br>Numero de registro: 4,746.00<br>",88.89121859859934
SIAG,GIA,SIAG_COMISIONES_MORATORIO,4325.0,"4,325.00","Sistema: SIAG<br>Tabla:  SIAG_COMISIONES_MORATORIO<br>Numero de registro: 4,325.00<br>",85.76473218982953
SIRAC,SIRAC,GM_PARAMETROS_CONTABLES,0.0,0.00,Sistema: SIRAC<br>Tabla:  GM_PARAMETROS_CONTABLES<br>Numero de registro: 0.00<br>,20.0
SIAF,NSIAF,SIAF_COM_DONACION_FACTURA,0.0,0.00,Sistema: SIAF<br>Tabla:  SIAF_COM_DONACION_FACTURA<br>Numero de registro: 0.00<br>,20.0
BNC,BNC,BNC_EMPLEOS,0.0,0.00,Sistema: BNC<br>Tabla:  BNC_EMPLEOS<br>Numero de registro: 0.00<br>,20.0
SISEC,SISEC,DMRS_EXISTENCE_DEP,0.0,0.00,Sistema: SISEC<br>Tabla:  DMRS_EXISTENCE_DEP<br>Numero de registro: 0.00<br>,20.0
FFON,FLUFON,ADO_C_DOCUMENTO,35.0,35.00,Sistema: FFON<br>Tabla:  ADO_C_DOCUMENTO<br>Numero de registro: 35.00<br>,25.916079783099615
SIRYS,SIRYS,RCV_GARANTIAS_HIST,0.0,0.00,Sistema: SIRYS<br>Tabla:  RCV_GARANTIAS_HIST<br>Numero de registro: 0.00<br>,20.0
SIRAC,SIRAC,CC_RANGOS_SALDO_CUENTA,0.0,0.00,Sistema: SIRAC<br>Tabla:  CC_RANGOS_SALDO_CUENTA<br>Numero de registro: 0.00<br>,20.0
FFON,FLUFON,INT_INSTRUCCION,13.0,13.00,Sistema: FFON<br>Tabla:  INT_INSTRUCCION<br>Numero de registro: 13.00<br>,23.605551275463988
IMRC,TROYA,DMRS_RESOURCE_LOCATORS,0.0,0.00,Sistema: IMRC<br>Tabla:  DMRS_RESOURCE_LOCATORS<br>Numero de registro: 0.00<br>,20.0
SIPE,SIPE,SIPE_DETALLES_CUENTAS,1552.0,"1,552.00","Sistema: SIPE<br>Tabla:  SIPE_DETALLES_CUENTAS<br>Numero de registro: 1,552.00<br>",59.395431207184416
SORI,SORI,SORI_NIVEL_RIESGO_CLIENTES,14494.0,"14,494.00","Sistema: SORI<br>Tabla:  SORI_NIVEL_RIESGO_CLIENTES<br>Numero de registro: 14,494.00<br>",140.39102956615994
FFON,FLUFON,KJA_C_FORMATO_IMP,11.0,11.00,Sistema: FFON<br>Tabla:  KJA_C_FORMATO_IMP<br>Numero de registro: 11.00<br>,23.316624790355398
MECA,MECA,CAPF_ESTATUS,2.0,2.00,Sistema: MECA<br>Tabla:  CAPF_ESTATUS<br>Numero de registro: 2.00<br>,21.414213562373096
MECA,MECA,CAPF_SHA_LOG_EXT,0.0,0.00,Sistema: MECA<br>Tabla:  CAPF_SHA_LOG_EXT<br>Numero de registro: 0.00<br>,20.0
SISEC,SISEC,SISEC_GATO_HS_GAR_AUTOMATICA,0.0,0.00,Sistema: SISEC<br>Tabla:  SISEC_GATO_HS_GAR_AUTOMATICA<br>Numero de registro: 0.00<br>,20.0
IMRC,TROYA,TCEL,13.0,13.00,Sistema: IMRC<br>Tabla:  TCEL<br>Numero de registro: 13.00<br>,23.605551275463988
SORI,SORI,SORI_OPERACIONES_INSERTADAS,580031.0,"580,031.00","Sistema: SORI<br>Tabla:  SORI_OPERACIONES_INSERTADAS<br>Numero de registro: 580,031.00<br>",781.5976628115399
MECA,MECA,MECA_CONTRATOS,10.0,10.00,Sistema: MECA<br>Tabla:  MECA_CONTRATOS<br>Numero de registro: 10.00<br>,23.162277660168378
SIPE,SIPE,SIPE_ENTES,306.0,306.00,Sistema: SIPE<br>Tabla:  SIPE_ENTES<br>Numero de registro: 306.00<br>,37.4928556845359
SCC,TASU,TASU_VISITAS_SUPERVISOR,1515.0,"1,515.00","Sistema: SCC<br>Tabla:  TASU_VISITAS_SUPERVISOR<br>Numero de registro: 1,515.00<br>",58.92300091205713
SISEC,SISEC,SISEC_PERIODICIDAD,4.0,4.00,Sistema: SISEC<br>Tabla:  SISEC_PERIODICIDAD<br>Numero de registro: 4.00<br>,22.0
FFON,FLUFON,CFE_SPEI_H,23298914.0,"23,298,914.00","Sistema: FFON<br>Tabla:  CFE_SPEI_H<br>Numero de registro: 23,298,914.00<br>",4846.8948610882335
FFON,FLUFON,CFE_D_LIQ_INTERFASE,0.0,0.00,Sistema: FFON<br>Tabla:  CFE_D_LIQ_INTERFASE<br>Numero de registro: 0.00<br>,20.0
MECA,MECA,MECA_UNIDADES_MINIMAS,250.0,250.00,Sistema: MECA<br>Tabla:  MECA_UNIDADES_MINIMAS<br>Numero de registro: 250.00<br>,35.8113883008419
SIAF,NSIAF,SIAF_SFD_SEG_FIN_CLAS_D,228.0,228.00,Sistema: SIAF<br>Tabla:  SIAF_SFD_SEG_FIN_CLAS_D<br>Numero de registro: 228.00<br>,35.0996688705415
SIRAC,SIRAC,PR_PARAMETROS_CONCILIACION,1929.0,"1,929.00","Sistema: SIRAC<br>Tabla:  PR_PARAMETROS_CONCILIACION<br>Numero de registro: 1,929.00<br>",63.9203825119955
SIAG,GIA,SIAG_HIS_SUPERV_GARANTIAS_REC,485.0,485.00,Sistema: SIAG<br>Tabla:  SIAG_HIS_SUPERV_GARANTIAS_REC<br>Numero de registro: 485.00<br>,42.02271554554524
SIPE,SIPE,SIPE_SALDOS_PROVISIONES,759.0,759.00,Sistema: SIPE<br>Tabla:  SIPE_SALDOS_PROVISIONES<br>Numero de registro: 759.00<br>,47.549954627911816
SISEC,SISEC,DMRS_KEY_ELEMENTS,0.0,0.00,Sistema: SISEC<br>Tabla:  DMRS_KEY_ELEMENTS<br>Numero de registro: 0.00<br>,20.0
SIAF,NSIAF,SIAF_OPE_ESTATUS,8.0,8.00,Sistema: SIAF<br>Tabla:  SIAF_OPE_ESTATUS<br>Numero de registro: 8.00<br>,22.82842712474619
SIMS,SIMS,SIMS_VARIANTES_MOVTOS,52.0,52.00,Sistema: SIMS<br>Tabla:  SIMS_VARIANTES_MOVTOS<br>Numero de registro: 52.00<br>,27.21110255092798
SIAF,NSIAF,SIAF_EFA_EDO_MOD_5,2.0,2.00,Sistema: SIAF<br>Tabla:  SIAF_EFA_EDO_MOD_5<br>Numero de registro: 2.00<br>,21.414213562373096
SIRAC,SIRAC,CA_SORTEO_CINCO_EST,0.0,0.00,Sistema: SIRAC<br>Tabla:  CA_SORTEO_CINCO_EST<br>Numero de registro: 0.00<br>,20.0
SORI,SORI,SORI_CLIENTES_COMP_CONTRATO,708.0,708.00,Sistema: SORI<br>Tabla:  SORI_CLIENTES_COMP_CONTRATO<br>Numero de registro: 708.00<br>,46.60826939130014
SIRAC,SIRAC,GM_PLAN_UNICO_CUENTAS,0.0,0.00,Sistema: SIRAC<br>Tabla:  GM_PLAN_UNICO_CUENTAS<br>Numero de registro: 0.00<br>,20.0
SIRAC,SIRAC,MI_LC_PROYECTO,6.0,6.00,Sistema: SIRAC<br>Tabla:  MI_LC_PROYECTO<br>Numero de registro: 6.00<br>,22.44948974278318
SIAF,NSIAF,SIAF_MECANISMO_DESEMBOLSO,32.0,32.00,Sistema: SIAF<br>Tabla:  SIAF_MECANISMO_DESEMBOLSO<br>Numero de registro: 32.00<br>,25.65685424949238
SIPE,SIPE,SIPE_MOVIMIENTOS,296385.0,"296,385.00","Sistema: SIPE<br>Tabla:  SIPE_MOVIMIENTOS<br>Numero de registro: 296,385.00<br>",564.412527409133
SIRAC,SIRAC,CD_LETRAS_CAMBIO,0.0,0.00,Sistema: SIRAC<br>Tabla:  CD_LETRAS_CAMBIO<br>Numero de registro: 0.00<br>,20.0
SIRYS,SIRYS,RCV_CODIGO_ACC_GEST,94.0,94.00,Sistema: SIRYS<br>Tabla:  RCV_CODIGO_ACC_GEST<br>Numero de registro: 94.00<br>,29.69535971483266
SIRAC,SIRAC,GM_DIARIO_EXTRANJERO,0.0,0.00,Sistema: SIRAC<br>Tabla:  GM_DIARIO_EXTRANJERO<br>Numero de registro: 0.00<br>,20.0
SORI,SORI,SORI_ACCIONES_RIESGO,0.0,0.00,Sistema: SORI<br>Tabla:  SORI_ACCIONES_RIESGO<br>Numero de registro: 0.00<br>,20.0
SORI,SORI,SORI_TRANSFERENCIAS,35514.0,"35,514.00","Sistema: SORI<br>Tabla:  SORI_TRANSFERENCIAS<br>Numero de registro: 35,514.00<br>",208.45158529447292
SIRAC,SIRAC,MG_DIAS_FERIADO_X_PAIS,2216.0,"2,216.00","Sistema: SIRAC<br>Tabla:  MG_DIAS_FERIADO_X_PAIS<br>Numero de registro: 2,216.00<br>",67.07440918375929
SIRAC,SIRAC,LC_FORMA_CARGOS,0.0,0.00,Sistema: SIRAC<br>Tabla:  LC_FORMA_CARGOS<br>Numero de registro: 0.00<br>,20.0
IMRC,TROYA,TGCB,0.0,0.00,Sistema: IMRC<br>Tabla:  TGCB<br>Numero de registro: 0.00<br>,20.0
MDC,MDC,SARF_TIPODOCTO,146.0,146.00,Sistema: MDC<br>Tabla:  SARF_TIPODOCTO<br>Numero de registro: 146.00<br>,32.08304597359457
SIAG,GIA,SIAG_PERIODICIDAD_PAGO,2.0,2.00,Sistema: SIAG<br>Tabla:  SIAG_PERIODICIDAD_PAGO<br>Numero de registro: 2.00<br>,21.414213562373096
SIRAC,SIRAC,MG_TIPOS_DE_FINANCIERA,30.0,30.00,Sistema: SIRAC<br>Tabla:  MG_TIPOS_DE_FINANCIERA<br>Numero de registro: 30.00<br>,25.477225575051662
IMRC,TROYA,TGARPOS,0.0,0.00,Sistema: IMRC<br>Tabla:  TGARPOS<br>Numero de registro: 0.00<br>,20.0
SIAF,NSIAF,SIAF_OPE_SEG_AUDIT_HQ,44915.0,"44,915.00","Sistema: SIAF<br>Tabla:  SIAF_OPE_SEG_AUDIT_HQ<br>Numero de registro: 44,915.00<br>",231.9315927369018
SOI,SOI,SOI_SECTORES,41.0,41.00,Sistema: SOI<br>Tabla:  SOI_SECTORES<br>Numero de registro: 41.00<br>,26.40312423743285
FFON,FLUFON,VWM_CFE_C_BENEFICIARIO,2407141.0,"2,407,141.00","Sistema: FFON<br>Tabla:  VWM_CFE_C_BENEFICIARIO<br>Numero de registro: 2,407,141.00<br>",1571.4963744720772
SIRAC,SIRAC,NO_RANGOS_X_PLAZO,0.0,0.00,Sistema: SIRAC<br>Tabla:  NO_RANGOS_X_PLAZO<br>Numero de registro: 0.00<br>,20.0
IMRC,TROYA,DMRS_RELATIONSHIPS,0.0,0.00,Sistema: IMRC<br>Tabla:  DMRS_RELATIONSHIPS<br>Numero de registro: 0.00<br>,20.0
IMRC,TROYA,DMRS_CUBE_DIMENSIONS,0.0,0.00,Sistema: IMRC<br>Tabla:  DMRS_CUBE_DIMENSIONS<br>Numero de registro: 0.00<br>,20.0
SIAF,NSIAF,SIAF_PROY_REP_COMISION,388.0,388.00,Sistema: SIAF<br>Tabla:  SIAF_PROY_REP_COMISION<br>Numero de registro: 388.00<br>,39.69771560359221
SIRYS,SIRYS,RCV_BITACORA_DE_GESTION,100098.0,"100,098.00","Sistema: SIRYS<br>Tabla:  RCV_BITACORA_DE_GESTION<br>Numero de registro: 100,098.00<br>",336.3826796776334
SISEC,SISEC,DMRS_TASK_PARAMS_ITEMS,0.0,0.00,Sistema: SISEC<br>Tabla:  DMRS_TASK_PARAMS_ITEMS<br>Numero de registro: 0.00<br>,20.0
SCC,TASU,TASU_PARAMETROS_GENERALES,280.0,280.00,Sistema: SCC<br>Tabla:  TASU_PARAMETROS_GENERALES<br>Numero de registro: 280.00<br>,36.733200530681515
IMRC,TROYA,TAUXALD,0.0,0.00,Sistema: IMRC<br>Tabla:  TAUXALD<br>Numero de registro: 0.00<br>,20.0
SIAG,GIA,SIAG_HIS_TABLERO_IF,70250.0,"70,250.00","Sistema: SIAG<br>Tabla:  SIAG_HIS_TABLERO_IF<br>Numero de registro: 70,250.00<br>",285.04716561397146
SIRAC,SIRAC,CC_CHEQUES_ENTREGADOS,0.0,0.00,Sistema: SIRAC<br>Tabla:  CC_CHEQUES_ENTREGADOS<br>Numero de registro: 0.00<br>,20.0
IMRC,TROYA,DMRS_MODEL_DISPLAYS,0.0,0.00,Sistema: IMRC<br>Tabla:  DMRS_MODEL_DISPLAYS<br>Numero de registro: 0.00<br>,20.0
SIRAC,SIRAC,MG_APROBACION,7.0,7.00,Sistema: SIRAC<br>Tabla:  MG_APROBACION<br>Numero de registro: 7.00<br>,22.64575131106459
SIAF,NSIAF,SIAF_CONTRATO_EJECUTORES_HIST,5010.0,"5,010.00","Sistema: SIAF<br>Tabla:  SIAF_CONTRATO_EJECUTORES_HIST<br>Numero de registro: 5,010.00<br>",90.78135347674555
SISEC,SISEC,SISEC_GATO_CORREOS,1947.0,"1,947.00","Sistema: SISEC<br>Tabla:  SISEC_GATO_CORREOS<br>Numero de registro: 1,947.00<br>",64.12482294582043
SIRAC,SIRAC,PR_PRESTAMO_FUENTE_FINANCIERA,3782654.0,"3,782,654.00","Sistema: SIRAC<br>Tabla:  PR_PRESTAMO_FUENTE_FINANCIERA<br>Numero de registro: 3,782,654.00<br>",1964.9046249109492
SIAG,GIA,SIAG_RESULTADO_TAXONOMIA,1.0,1.00,Sistema: SIAG<br>Tabla:  SIAG_RESULTADO_TAXONOMIA<br>Numero de registro: 1.00<br>,21.0
SISEC,SISEC,SISEC_GATO_ESQUEMA,3.0,3.00,Sistema: SISEC<br>Tabla:  SISEC_GATO_ESQUEMA<br>Numero de registro: 3.00<br>,21.73205080756888
SIAG,GIA,SIAG_HIS_GARANTIAS,626.0,626.00,Sistema: SIAG<br>Tabla:  SIAG_HIS_GARANTIAS<br>Numero de registro: 626.00<br>,45.01999200639361
SIAG,GIA,SIAG_HIS_ASIGCAL,0.0,0.00,Sistema: SIAG<br>Tabla:  SIAG_HIS_ASIGCAL<br>Numero de registro: 0.00<br>,20.0
IMRC,TROYA,DMRS_TSDP_SUB_POLICIES,0.0,0.00,Sistema: IMRC<br>Tabla:  DMRS_TSDP_SUB_POLICIES<br>Numero de registro: 0.00<br>,20.0
MECA,MECA,MECA_SERIES,548.0,548.00,Sistema: MECA<br>Tabla:  MECA_SERIES<br>Numero de registro: 548.00<br>,43.40939982143925
FFON,FLUFON,CFE_D_OPECONNET,2624.0,"2,624.00","Sistema: FFON<br>Tabla:  CFE_D_OPECONNET<br>Numero de registro: 2,624.00<br>",71.22499389946279
SIRAC,SIRAC,PR_SALDOS_MOVIMIENTO_APLICAR,713.0,713.00,Sistema: SIRAC<br>Tabla:  PR_SALDOS_MOVIMIENTO_APLICAR<br>Numero de registro: 713.00<br>,46.70205984563738
SIRAC,SIRAC,SP_PARAMETROS_SUB_APLICACION,0.0,0.00,Sistema: SIRAC<br>Tabla:  SP_PARAMETROS_SUB_APLICACION<br>Numero de registro: 0.00<br>,20.0
SIPE,SIPE,SIPE_AREAS_SUCURSALES,4.0,4.00,Sistema: SIPE<br>Tabla:  SIPE_AREAS_SUCURSALES<br>Numero de registro: 4.00<br>,22.0
BNC,BNC,BNC_PROCESOS,9909.0,"9,909.00","Sistema: BNC<br>Tabla:  BNC_PROCESOS<br>Numero de registro: 9,909.00<br>",119.54396013822235
IMRC,TROYA,TCCAN,77.0,77.00,Sistema: IMRC<br>Tabla:  TCCAN<br>Numero de registro: 77.00<br>,28.774964387392124
SISEC,SISEC,SISEC_GATO_MOT_RESCAT_DESVIO,5.0,5.00,Sistema: SISEC<br>Tabla:  SISEC_GATO_MOT_RESCAT_DESVIO<br>Numero de registro: 5.00<br>,22.23606797749979
MECA,MECA,MECA_CARTERAS,5589600.0,"5,589,600.00","Sistema: MECA<br>Tabla:  MECA_CARTERAS<br>Numero de registro: 5,589,600.00<br>",2384.2334910071804
SIAF,NSIAF,SIAF_OPE_ENTES,154.0,154.00,Sistema: SIAF<br>Tabla:  SIAF_OPE_ENTES<br>Numero de registro: 154.00<br>,32.40967364599086
SIRAC,SIRAC,CC_MOVIMIENTOS_ACTUALIZADOS,0.0,0.00,Sistema: SIRAC<br>Tabla:  CC_MOVIMIENTOS_ACTUALIZADOS<br>Numero de registro: 0.00<br>,20.0
SIRAC,SIRAC,MG_DIRECCIONES,2668194.0,"2,668,194.00","Sistema: SIRAC<br>Tabla:  MG_DIRECCIONES<br>Numero de registro: 2,668,194.00<br>",1653.46074332994
SIAF,NSIAF,SIAF_CONCEPTOS_CALCULO,1516.0,"1,516.00","Sistema: SIAF<br>Tabla:  SIAF_CONCEPTOS_CALCULO<br>Numero de registro: 1,516.00<br>",58.93584466786357
SIRYS,SIRYS,RCV_COLAS,130.0,130.00,Sistema: SIRYS<br>Tabla:  RCV_COLAS<br>Numero de registro: 130.00<br>,31.40175425099138
SIRAC,SIRAC,PR_PRESTAMOS_2,10256087.0,"10,256,087.00","Sistema: SIRAC<br>Tabla:  PR_PRESTAMOS_2<br>Numero de registro: 10,256,087.00<br>",3222.5126073132014
SORI,SORI,SORI_TIPOS_BENEF_APOD,11.0,11.00,Sistema: SORI<br>Tabla:  SORI_TIPOS_BENEF_APOD<br>Numero de registro: 11.00<br>,23.316624790355398
SIAF,NSIAF,SIAF_COLOCACIONES,1102.0,"1,102.00","Sistema: SIAF<br>Tabla:  SIAF_COLOCACIONES<br>Numero de registro: 1,102.00<br>",53.19638534539566
SIRAC,SIRAC,MG_AUDIT_BORRADO,0.0,0.00,Sistema: SIRAC<br>Tabla:  MG_AUDIT_BORRADO<br>Numero de registro: 0.00<br>,20.0
SISEC,SISEC,SISEC_CIFRA_CONTOL_CUALI,0.0,0.00,Sistema: SISEC<br>Tabla:  SISEC_CIFRA_CONTOL_CUALI<br>Numero de registro: 0.00<br>,20.0
IMRC,TROYA,DMRS_ENTITIES,0.0,0.00,Sistema: IMRC<br>Tabla:  DMRS_ENTITIES<br>Numero de registro: 0.00<br>,20.0
SIAF,NSIAF,SIAF_APLICON_ERRORES,7.0,7.00,Sistema: SIAF<br>Tabla:  SIAF_APLICON_ERRORES<br>Numero de registro: 7.00<br>,22.64575131106459
IMRC,TROYA,CALIF_CARTERA,9.0,9.00,Sistema: IMRC<br>Tabla:  CALIF_CARTERA<br>Numero de registro: 9.00<br>,23.0
SISEC,SISEC,SISEC_ROLES,22.0,22.00,Sistema: SISEC<br>Tabla:  SISEC_ROLES<br>Numero de registro: 22.00<br>,24.69041575982343
SOI,SOI,SOI_COMIS_LIN,254.0,254.00,Sistema: SOI<br>Tabla:  SOI_COMIS_LIN<br>Numero de registro: 254.00<br>,35.93737745050923
MECA,MECA,MECA_PARAMETROS_SISTEMA,1.0,1.00,Sistema: MECA<br>Tabla:  MECA_PARAMETROS_SISTEMA<br>Numero de registro: 1.00<br>,21.0
IMRC,TROYA,COMPAGO,9.0,9.00,Sistema: IMRC<br>Tabla:  COMPAGO<br>Numero de registro: 9.00<br>,23.0
SISEC,SISEC,DMRS_TSDP_SUB_POLICIES,0.0,0.00,Sistema: SISEC<br>Tabla:  DMRS_TSDP_SUB_POLICIES<br>Numero de registro: 0.00<br>,20.0
SIAF,NSIAF,SIAF_OPE_VENCIMIENTOS,2453.0,"2,453.00","Sistema: SIAF<br>Tabla:  SIAF_OPE_VENCIMIENTOS<br>Numero de registro: 2,453.00<br>",69.52776998815918
SIRAC,SIRAC,MG_PRODUCTOS_BANXICO,15.0,15.00,Sistema: SIRAC<br>Tabla:  MG_PRODUCTOS_BANXICO<br>Numero de registro: 15.00<br>,23.872983346207416
SIAF,NSIAF,SIAF_MERCADO_DINERO_CONTRATOS,36.0,36.00,Sistema: SIAF<br>Tabla:  SIAF_MERCADO_DINERO_CONTRATOS<br>Numero de registro: 36.00<br>,26.0
SIRAC,SIRAC,PR_SALDOS_IMAGEN,1754592.0,"1,754,592.00","Sistema: SIRAC<br>Tabla:  PR_SALDOS_IMAGEN<br>Numero de registro: 1,754,592.00<br>",1344.6101313216654
IMRC,TROYA,FINAN_ECUAN,21.0,21.00,Sistema: IMRC<br>Tabla:  FINAN_ECUAN<br>Numero de registro: 21.00<br>,24.58257569495584
SIRAC,SIRAC,MG_TIPOS_DE_EJECUTIV_X_EMPRESA,0.0,0.00,Sistema: SIRAC<br>Tabla:  MG_TIPOS_DE_EJECUTIV_X_EMPRESA<br>Numero de registro: 0.00<br>,20.0
SIAF,NSIAF,SIAF_OPE_CATEGORIAS_HQ,99040.0,"99,040.00","Sistema: SIAF<br>Tabla:  SIAF_OPE_CATEGORIAS_HQ<br>Numero de registro: 99,040.00<br>",334.7062122043351
SISEC,SISEC,SISEC_PANTALLA_NUMERO_FILAS,9.0,9.00,Sistema: SISEC<br>Tabla:  SISEC_PANTALLA_NUMERO_FILAS<br>Numero de registro: 9.00<br>,23.0
SIAG,GIA,SIAG_CONFIRMA_SALDOS,4463.0,"4,463.00","Sistema: SIAG<br>Tabla:  SIAG_CONFIRMA_SALDOS<br>Numero de registro: 4,463.00<br>",86.80568838055633
IMRC,TROYA,FACT_SEV_IFNB,1.0,1.00,Sistema: IMRC<br>Tabla:  FACT_SEV_IFNB<br>Numero de registro: 1.00<br>,21.0
SORI,SORI,SORI_PARAMETROS,1.0,1.00,Sistema: SORI<br>Tabla:  SORI_PARAMETROS<br>Numero de registro: 1.00<br>,21.0
SIAG,GIA,SIAG_CAT_IVA,1.0,1.00,Sistema: SIAG<br>Tabla:  SIAG_CAT_IVA<br>Numero de registro: 1.00<br>,21.0
IMRC,TROYA,EXP_PAGOFAAA,1.0,1.00,Sistema: IMRC<br>Tabla:  EXP_PAGOFAAA<br>Numero de registro: 1.00<br>,21.0
SIRAC,SIRAC,MI_MG_CLIENTES,0.0,0.00,Sistema: SIRAC<br>Tabla:  MI_MG_CLIENTES<br>Numero de registro: 0.00<br>,20.0
SIRAC,SIRAC,MI_LINEAS_CREDITOS,6.0,6.00,Sistema: SIRAC<br>Tabla:  MI_LINEAS_CREDITOS<br>Numero de registro: 6.00<br>,22.44948974278318
SISEC,SISEC,SISEC_ANALITICA_X_TIP_CLIE,38.0,38.00,Sistema: SISEC<br>Tabla:  SISEC_ANALITICA_X_TIP_CLIE<br>Numero de registro: 38.00<br>,26.164414002968975
SIRAC,SIRAC,CA_CUENTAS_DE_AHORRO,0.0,0.00,Sistema: SIRAC<br>Tabla:  CA_CUENTAS_DE_AHORRO<br>Numero de registro: 0.00<br>,20.0
