,OWNER,TABLE_NAME,COLUMN_NAME,DATA_TYPE,AVG_COL_LEN,DATA_LENGTH,NUM_NULLS,NUM_DISTINCT,NUM_ROWS,SISTEMA
4054,SIMS,SIMS_SOI_TIP_CAMBIOW,TCF_TPOCAM,DATE,,7,,,,SIMS
4055,SIMS,SIMS_SOI_TIPO_CAMBIO_CIERREW,TCCM_FECHA_VIG,DATE,,7,,,,SIMS
4056,SIMS,SIMS_SOI_TIPO_CAMBIO_CIERREW,TCCM_TIPO_CAMBIO_MN,NUMBER,,22,,,,SIMS
4057,SIMS,SIMS_SOI_TIPO_CAMBIO_CIERREW,TCCM_CVE_MONEDA,NUMBER,,22,,,,SIMS
4058,SIMS,SIMS_SOI_PAISW,PAPAIS,VARCHAR2,,30,,,,SIMS
4059,SIMS,SIMS_SOI_PAISW,PACVE_PAIS,VARCHAR2,,3,,,,SIMS
4060,SIMS,VCINSTITUCIONFINANCIERA,INSTITUCIONFINANCIERAID,NUMBER,,22,,,,SIMS
4061,SIMS,VCINSTITUCIONFINANCIERA,INSTITUCIONFINANCIERA,VARCHAR2,,200,,,,SIMS
4062,SIMS,VCINSTITUCIONFINANCIERA,INSTITUCIONFINANCIERACLAVE,VARCHAR2,,100,,,,SIMS
4063,SIMS,VCINSTITUCIONFINANCIERA,SWIFT,VARCHAR2,,100,,,,SIMS
4064,SIMS,SIMS_SOI_FERIADOS_X_PAISW,FXP_CELEBRACION,VARCHAR2,,70,,,,SIMS
4065,SIMS,SIMS_SOI_FERIADOS_X_PAISW,FXP_FECHA,DATE,,7,,,,SIMS
4066,SIMS,SIMS_SOI_FERIADOS_X_PAISW,PACVE_PAIS,VARCHAR2,,3,,,,SIMS
4067,SIMS,SIMS_MOVIMIENTOS_GEN,ESTATUS_MOVTO,VARCHAR2,,3,,,,SIMS
4068,SIMS,SIMS_MOVIMIENTOS_GEN,USUARIO_LIQUIDA,VARCHAR2,,8,,,,SIMS
4069,SIMS,SIMS_MOVIMIENTOS_GEN,FECHA_LIQUIDA,DATE,,7,,,,SIMS
4070,SIMS,SIMS_MOVIMIENTOS_GEN,FECHA_CONFIRMA,DATE,,7,,,,SIMS
4071,SIMS,SIMS_MOVIMIENTOS_GEN,USUARIO_CONFIRMA,VARCHAR2,,8,,,,SIMS
4072,SIMS,SIMS_MOVIMIENTOS_GEN,USUARIO_NEGOCIADOR,VARCHAR2,,8,,,,SIMS
4073,SIMS,SIMS_MOVIMIENTOS_GEN,MONTO_MOVIMIENTO,NUMBER,,22,,,,SIMS
4074,SIMS,SIMS_MOVIMIENTOS_GEN,INTERESES_ACUMULADOS,NUMBER,,22,,,,SIMS
4075,SIMS,SIMS_MOVIMIENTOS_GEN,VALOR_COSTO,NUMBER,,22,,,,SIMS
4076,SIMS,SIMS_MOVIMIENTOS_GEN,PRECIO,NUMBER,,22,,,,SIMS
4077,SIMS,SIMS_MOVIMIENTOS_GEN,VALOR_NOMINAL,NUMBER,,22,,,,SIMS
4078,SIMS,SIMS_MOVIMIENTOS_GEN,TASA,NUMBER,,22,,,,SIMS
4079,SIMS,SIMS_MOVIMIENTOS_GEN,DIAS,NUMBER,,22,,,,SIMS
4080,SIMS,SIMS_MOVIMIENTOS_GEN,CVE_DIV,VARCHAR2,,3,,,,SIMS
4081,SIMS,SIMS_MOVIMIENTOS_GEN,ISINCODE,VARCHAR2,,12,,,,SIMS
4082,SIMS,SIMS_MOVIMIENTOS_GEN,NUMERO_EMISION,NUMBER,,22,,,,SIMS
4083,SIMS,SIMS_MOVIMIENTOS_GEN,CUENTA_CORRESPONSAL,VARCHAR2,,16,,,,SIMS
4084,SIMS,SIMS_MOVIMIENTOS_GEN,BANCO_CORRESPONSAL,VARCHAR2,,6,,,,SIMS
4085,SIMS,SIMS_MOVIMIENTOS_GEN,CUENTA_CUSTODIO,VARCHAR2,,16,,,,SIMS
4086,SIMS,SIMS_MOVIMIENTOS_GEN,BANCO_CUSTODIO,VARCHAR2,,6,,,,SIMS
4087,SIMS,SIMS_MOVIMIENTOS_GEN,CUENTA_CUSTODIO_CONTRAPARTE,VARCHAR2,,16,,,,SIMS
4088,SIMS,SIMS_MOVIMIENTOS_GEN,BANCO_CUSTODIO_CONTRAPARTE,VARCHAR2,,6,,,,SIMS
4089,SIMS,SIMS_MOVIMIENTOS_GEN,CLAVE_CONTRAPARTE,VARCHAR2,,6,,,,SIMS
4090,SIMS,SIMS_MOVIMIENTOS_GEN,FECHA_VALOR,DATE,,7,,,,SIMS
4091,SIMS,SIMS_MOVIMIENTOS_GEN,FECHA_OPERACION,DATE,,7,,,,SIMS
4092,SIMS,SIMS_MOVIMIENTOS_GEN,TIPO_PORTAFOLIO,NUMBER,,22,,,,SIMS
4093,SIMS,SIMS_MOVIMIENTOS_GEN,VARIANTE_MOVTO,VARCHAR2,,2,,,,SIMS
4094,SIMS,SIMS_MOVIMIENTOS_GEN,TIPO_MOVTO,VARCHAR2,,1,,,,SIMS
4095,SIMS,SIMS_MOVIMIENTOS_GEN,FOLIO,NUMBER,,22,,,,SIMS
4096,SIPE,SIPE_SALDOS_PROVISIONES,SAL_USUARIO_CREACION,VARCHAR2,5.0,8,0.0,1.0,2090.0,SIPE
4097,SIPE,SIPE_SALDOS_PROVISIONES,SAL_FECHA_CREACION,DATE,8.0,7,0.0,46.0,2090.0,SIPE
4098,SIPE,SIPE_SALDOS_PROVISIONES,SAL_INTERES_DEV_MN,NUMBER,7.0,22,0.0,1623.0,2090.0,SIPE
4099,SIPE,SIPE_SALDOS_PROVISIONES,SAL_INTERES_DIARIO_MN,NUMBER,7.0,22,0.0,1298.0,2090.0,SIPE
4100,SIPE,SIPE_SALDOS_PROVISIONES,SAL_INTERES_DEV_ME,NUMBER,6.0,22,0.0,1545.0,2090.0,SIPE
4101,SIPE,SIPE_SALDOS_PROVISIONES,SAL_INTERES_DIARIO_ME,NUMBER,6.0,22,0.0,562.0,2090.0,SIPE
4102,SIPE,SIPE_SALDOS_PROVISIONES,SAL_DIAS_DEVENGADOS,NUMBER,3.0,22,0.0,93.0,2090.0,SIPE
4103,SIPE,SIPE_SALDOS_PROVISIONES,SAL_PLAZO,NUMBER,4.0,22,0.0,31.0,2090.0,SIPE
4104,SIPE,SIPE_SALDOS_PROVISIONES,SAL_INTERESES,NUMBER,6.0,22,0.0,647.0,2090.0,SIPE
4105,SIPE,SIPE_SALDOS_PROVISIONES,SAL_TASA,NUMBER,4.0,22,0.0,118.0,2090.0,SIPE
4106,SIPE,SIPE_SALDOS_PROVISIONES,SAL_IMPORTE,NUMBER,5.0,22,0.0,387.0,2090.0,SIPE
4107,SIPE,SIPE_SALDOS_PROVISIONES,SAL_FECHA_VENCIMIENTO,DATE,8.0,7,0.0,145.0,2090.0,SIPE
4108,SIPE,SIPE_SALDOS_PROVISIONES,SAL_FECHA_INICIO,DATE,8.0,7,0.0,146.0,2090.0,SIPE
4109,SIPE,SIPE_SALDOS_PROVISIONES,SAL_TES_CLAVE,VARCHAR2,4.0,3,0.0,1.0,2090.0,SIPE
4110,SIPE,SIPE_SALDOS_PROVISIONES,SAL_DIV_CLAVE,VARCHAR2,4.0,3,0.0,2.0,2090.0,SIPE
4111,SIPE,SIPE_SALDOS_PROVISIONES,SAL_EMI_CLAVE,VARCHAR2,4.0,7,0.0,17.0,2090.0,SIPE
4112,SIPE,SIPE_SALDOS_PROVISIONES,SAL_TIN_CLAVE,VARCHAR2,4.0,3,0.0,2.0,2090.0,SIPE
4113,SIPE,SIPE_SALDOS_PROVISIONES,SAL_TST_CLAVE,VARCHAR2,4.0,3,0.0,2.0,2090.0,SIPE
4114,SIPE,SIPE_SALDOS_PROVISIONES,SAL_TIPO,VARCHAR2,2.0,1,0.0,2.0,2090.0,SIPE
4115,SIPE,SIPE_SALDOS_PROVISIONES,SAL_FOLIO,NUMBER,5.0,22,0.0,744.0,2090.0,SIPE
4116,SIPE,SIPE_SALDOS_PROVISIONES,SAL_FECHA_PROVISION,DATE,8.0,7,0.0,45.0,2090.0,SIPE
4117,SIPE,CFE_M_ENCABEZADO,STATUSTRAN_CEN_S,VARCHAR2,2.0,1,0.0,1.0,43572.0,SIPE
4118,SIPE,CFE_M_ENCABEZADO,SIPE_FOLIO,NUMBER,5.0,22,0.0,22080.0,43572.0,SIPE
4119,SIPE,CFE_M_ENCABEZADO,FHORA,DATE,8.0,7,0.0,36246.0,43572.0,SIPE
4120,SIPE,CFE_M_ENCABEZADO,HISTORIA_CEN_S,VARCHAR2,135.0,255,119.0,40977.0,43572.0,SIPE
4121,SIPE,CFE_M_ENCABEZADO,ERROR_CEN_S,VARCHAR2,2.0,255,43413.0,29.0,43572.0,SIPE
4122,SIPE,CFE_M_ENCABEZADO,STATUS_CEN_I,NUMBER,4.0,22,0.0,6.0,43572.0,SIPE
4123,SIPE,CFE_M_ENCABEZADO,IDOPEREF_CEN_I,NUMBER,2.0,22,0.0,1.0,43572.0,SIPE
4124,SIPE,CFE_M_ENCABEZADO,IDSISTEMA_CEN_I,NUMBER,4.0,22,0.0,1.0,43572.0,SIPE
4125,SIPE,CFE_M_ENCABEZADO,IDOPERACION_CEN_I,NUMBER,9.0,22,0.0,43572.0,43572.0,SIPE
4126,SIPE,CFE_M_ENCABEZADO_RESP_FALL,ERROR_ORACLE,VARCHAR2,0.0,255,0.0,0.0,0.0,SIPE
4127,SIPE,CFE_M_ENCABEZADO_RESP_FALL,HORA_ERROR,DATE,0.0,7,0.0,0.0,0.0,SIPE
4128,SIPE,CFE_M_ENCABEZADO_RESP_FALL,HISTORIA_CEN_S,VARCHAR2,0.0,255,0.0,0.0,0.0,SIPE
4129,SIPE,CFE_M_ENCABEZADO_RESP_FALL,ERROR_CEN_S,VARCHAR2,0.0,255,0.0,0.0,0.0,SIPE
4130,SIPE,CFE_M_ENCABEZADO_RESP_FALL,STATUS_CEN_I,NUMBER,0.0,22,0.0,0.0,0.0,SIPE
4131,SIPE,CFE_M_ENCABEZADO_RESP_FALL,IDSISTEMA_CEN_I,NUMBER,0.0,22,0.0,0.0,0.0,SIPE
4132,SIPE,CFE_M_ENCABEZADO_RESP_FALL,IDOPERACION_CEN_I,NUMBER,0.0,22,0.0,0.0,0.0,SIPE
4133,SIPE,CFE_M_ENCABEZADO_RESP_FALLIDA,ERROR_ORACLE,VARCHAR2,0.0,255,0.0,0.0,0.0,SIPE
4134,SIPE,CFE_M_ENCABEZADO_RESP_FALLIDA,HORA_ERROR,DATE,0.0,7,0.0,0.0,0.0,SIPE
4135,SIPE,CFE_M_ENCABEZADO_RESP_FALLIDA,HISTORIA_CEN_S,VARCHAR2,0.0,255,0.0,0.0,0.0,SIPE
4136,SIPE,CFE_M_ENCABEZADO_RESP_FALLIDA,ERROR_CEN_S,VARCHAR2,0.0,255,0.0,0.0,0.0,SIPE
4137,SIPE,CFE_M_ENCABEZADO_RESP_FALLIDA,STATUS_CEN_I,NUMBER,0.0,22,0.0,0.0,0.0,SIPE
4138,SIPE,CFE_M_ENCABEZADO_RESP_FALLIDA,IDSISTEMA_CEN_I,NUMBER,0.0,22,0.0,0.0,0.0,SIPE
4139,SIPE,CFE_M_ENCABEZADO_RESP_FALLIDA,IDOPERACION_CEN_I,NUMBER,0.0,22,0.0,0.0,0.0,SIPE
4140,SIPE,SIPE_AREAS_TESORERIAS,ATE_FECHA_MODIF,DATE,7.0,7,0.0,4.0,4.0,SIPE
4141,SIPE,SIPE_AREAS_TESORERIAS,ATE_USR_CLAVE,VARCHAR2,5.0,8,0.0,2.0,4.0,SIPE
4142,SIPE,SIPE_AREAS_TESORERIAS,ATE_TES_CLAVE,VARCHAR2,3.0,3,0.0,4.0,4.0,SIPE
4143,SIPE,SIPE_AREAS_TESORERIAS,ATE_ASU_CLAVE,VARCHAR2,6.0,6,0.0,4.0,4.0,SIPE
4144,SIPE,SIPE_BANCOS,BCO_ESTATUS,VARCHAR2,2.0,1,0.0,1.0,187.0,SIPE
4145,SIPE,SIPE_BANCOS,BCO_CLAVE_FFON,VARCHAR2,4.0,40,124.0,54.0,187.0,SIPE
4146,SIPE,SIPE_BANCOS,BCO_FECHA_MODIF,DATE,8.0,7,0.0,109.0,187.0,SIPE
4147,SIPE,SIPE_BANCOS,BCO_USR_CLAVE,VARCHAR2,8.0,8,0.0,10.0,187.0,SIPE
4148,SIPE,SIPE_BANCOS,BCO_TIPO,VARCHAR2,2.0,1,0.0,3.0,187.0,SIPE
4149,SIPE,SIPE_BANCOS,BCO_NOMBRE,VARCHAR2,23.0,35,0.0,184.0,187.0,SIPE
4150,SIPE,SIPE_BANCOS,BCO_CLAVE,VARCHAR2,4.0,4,0.0,187.0,187.0,SIPE
4151,SIPE,SIPE_CIUDADES,CDS_USR_CLAVE,VARCHAR2,6.0,8,0.0,2.0,22.0,SIPE
4152,SIPE,SIPE_CIUDADES,CDS_NOMBRE,VARCHAR2,9.0,30,0.0,22.0,22.0,SIPE
4153,SIPE,SIPE_CIUDADES,CDS_FECHA_MODIF,DATE,7.0,7,0.0,10.0,22.0,SIPE
4154,SIPE,SIPE_CIUDADES,CDS_PAI_CLAVE,VARCHAR2,3.0,3,0.0,14.0,22.0,SIPE
4155,SIPE,SIPE_CIUDADES,CDS_EDO_CLAVE,VARCHAR2,3.0,3,0.0,21.0,22.0,SIPE
4156,SIPE,SIPE_CIUDADES,CDS_CLAVE,VARCHAR2,3.0,3,0.0,22.0,22.0,SIPE
4157,SIPE,SIPE_CONCEPTOS,CON_FECHA_MODIF,DATE,8.0,7,0.0,27.0,104.0,SIPE
4158,SIPE,SIPE_CONCEPTOS,CON_USR_CLAVE,VARCHAR2,9.0,8,0.0,7.0,104.0,SIPE
4159,SIPE,SIPE_CONCEPTOS,CON_DESCRIPCION,VARCHAR2,37.0,60,0.0,92.0,104.0,SIPE
4160,SIPE,SIPE_CONCEPTOS,CON_OPERACION,NUMBER,3.0,22,0.0,12.0,104.0,SIPE
4161,SIPE,SIPE_CONCEPTOS,CON_CONCEPTO,NUMBER,4.0,22,0.0,47.0,104.0,SIPE
4162,SIPE,SIPE_CUENTAS,CUE_FECHA_MODIF,DATE,1.0,7,4.0,0.0,4.0,SIPE
4163,SIPE,SIPE_CUENTAS,CUE_USUARIO_MODIF,VARCHAR2,0.0,8,4.0,0.0,4.0,SIPE
4164,SIPE,SIPE_CUENTAS,CUE_FECHA_CREACION,DATE,7.0,7,0.0,2.0,4.0,SIPE
4165,SIPE,SIPE_CUENTAS,CUE_USUARIO_CREACION,VARCHAR2,8.0,8,0.0,1.0,4.0,SIPE
4166,SIPE,SIPE_CUENTAS,CUE_TASA_NAFIN,NUMBER,2.0,22,0.0,2.0,4.0,SIPE
4167,SIPE,SIPE_CUENTAS,CUE_CODIGO_POSTAL,VARCHAR2,5.0,6,0.0,1.0,4.0,SIPE
4168,SIPE,SIPE_CUENTAS,CUE_CIUDAD,VARCHAR2,12.0,20,0.0,2.0,4.0,SIPE
4169,SIPE,SIPE_CUENTAS,CUE_COLONIA,VARCHAR2,19.0,20,0.0,1.0,4.0,SIPE
4170,SIPE,SIPE_CUENTAS,CUE_CALLE,VARCHAR2,34.0,40,0.0,3.0,4.0,SIPE
4171,SIPE,SIPE_CUENTAS,CUE_RFC_CLIENTE,VARCHAR2,14.0,15,0.0,1.0,4.0,SIPE
4172,SIPE,SIPE_CUENTAS,CUE_NOMBRE_CLIENTE,VARCHAR2,26.0,50,0.0,1.0,4.0,SIPE
4173,SIPE,SIPE_CUENTAS,CUE_NUMERO,VARCHAR2,12.0,25,0.0,4.0,4.0,SIPE
4174,SIPE,SIPE_CUENTAS_CONTRAPARTE,CIP_FECHA_MODIF,DATE,7.0,7,0.0,99.0,319.0,SIPE
4175,SIPE,SIPE_CUENTAS_CONTRAPARTE,CIP_DIV_CLAVE,VARCHAR2,3.0,3,0.0,9.0,319.0,SIPE
4176,SIPE,SIPE_CUENTAS_CONTRAPARTE,CIP_USR_CLAVE,VARCHAR2,6.0,8,0.0,3.0,319.0,SIPE
4177,SIPE,SIPE_CUENTAS_CONTRAPARTE,CIP_TES_CLAVE,VARCHAR2,3.0,3,0.0,3.0,319.0,SIPE
4178,SIPE,SIPE_CUENTAS_CONTRAPARTE,CIP_SUC_NUMERO,NUMBER,3.0,22,0.0,151.0,319.0,SIPE
4179,SIPE,SIPE_CUENTAS_POR_AREA,CPA_FECHA_MODIF,DATE,1.0,7,25.0,0.0,25.0,SIPE
4180,SIPE,SIPE_CUENTAS_POR_AREA,CPA_USUARIO_MODIF,VARCHAR2,0.0,10,25.0,0.0,25.0,SIPE
4181,SIPE,SIPE_CUENTAS_POR_AREA,CPA_FECHA_ALTA,DATE,8.0,7,0.0,15.0,25.0,SIPE
4182,SIPE,SIPE_CUENTAS_POR_AREA,CPA_USUARIO_ALTA,VARCHAR2,7.0,10,0.0,3.0,25.0,SIPE
4183,SIPE,SIPE_CUENTAS_POR_AREA,CPA_VIGENCIA,VARCHAR2,2.0,1,0.0,1.0,25.0,SIPE
4184,SIPE,SIPE_CUENTAS_POR_AREA,CPA_CBP_CLAVE,NUMBER,3.0,22,0.0,19.0,25.0,SIPE
4185,SIPE,SIPE_CUENTAS_POR_AREA,CPA_ASU_CLAVE,VARCHAR2,7.0,6,0.0,2.0,25.0,SIPE
4186,SIPE,SIPE_DETALLES_CUENTAS,DEC_FECHA_CREACION,DATE,7.0,7,0.0,1180.0,1552.0,SIPE
4187,SIPE,SIPE_DETALLES_CUENTAS,DEC_USUARIO_CREACION,VARCHAR2,6.0,8,0.0,7.0,1552.0,SIPE
4188,SIPE,SIPE_DETALLES_CUENTAS,DEC_TASA_NAFIN,NUMBER,2.0,22,0.0,2.0,1552.0,SIPE
4189,SIPE,SIPE_DETALLES_CUENTAS,DEC_IMPORTE,NUMBER,6.0,22,0.0,1286.0,1552.0,SIPE
4190,SIPE,SIPE_DETALLES_CUENTAS,DEC_CUE_NUMERO,VARCHAR2,12.0,20,0.0,4.0,1552.0,SIPE
4191,SIPE,SIPE_DETALLES_CUENTAS,DEC_IPE_FOLIO,NUMBER,4.0,22,0.0,1534.0,1552.0,SIPE
4192,SIPE,SIPE_DET_CUENTAS_CONTRAPARTE,DCC_FECHA_MODIFICACION,DATE,5.0,7,39.0,28.0,69.0,SIPE
4193,SIPE,SIPE_DET_CUENTAS_CONTRAPARTE,DCC_USER_MODIFICACION,VARCHAR2,5.0,10,39.0,9.0,69.0,SIPE
4194,SIPE,SIPE_DET_CUENTAS_CONTRAPARTE,DCC_FECHA_CREACION,DATE,8.0,7,0.0,69.0,69.0,SIPE
4195,SIPE,SIPE_DET_CUENTAS_CONTRAPARTE,DCC_USER_CREACION,VARCHAR2,9.0,10,0.0,10.0,69.0,SIPE
4196,SIPE,SIPE_DET_CUENTAS_CONTRAPARTE,DCC_ESTATUS,VARCHAR2,2.0,1,0.0,2.0,69.0,SIPE
4197,SIPE,SIPE_DET_CUENTAS_CONTRAPARTE,DCC_TIPO_CUENTA_FFON,VARCHAR2,3.0,40,0.0,1.0,69.0,SIPE
4198,SIPE,SIPE_DET_CUENTAS_CONTRAPARTE,DCC_CUENTA,VARCHAR2,12.0,25,0.0,58.0,69.0,SIPE
4199,SIPE,SIPE_DET_CUENTAS_CONTRAPARTE,DCC_SUC_CLAVE_FFON,VARCHAR2,6.0,40,0.0,1.0,69.0,SIPE
4200,SIPE,SIPE_DET_CUENTAS_CONTRAPARTE,DCC_PLA_CLAVE_FFON,VARCHAR2,7.0,40,0.0,11.0,69.0,SIPE
4201,SIPE,SIPE_DET_CUENTAS_CONTRAPARTE,DCC_BCO_CLAVE,VARCHAR2,4.0,4,0.0,33.0,69.0,SIPE
4202,SIPE,SIPE_DET_CUENTAS_CONTRAPARTE,DCC_CIP_DIV_CLAVE,VARCHAR2,4.0,3,0.0,2.0,69.0,SIPE
4203,SIPE,SIPE_DET_CUENTAS_CONTRAPARTE,DCC_CIP_TES_CLAVE,VARCHAR2,4.0,3,0.0,2.0,69.0,SIPE
4204,SIPE,SIPE_DET_CUENTAS_CONTRAPARTE,DCC_CIP_SUC_NUMERO,NUMBER,4.0,22,0.0,39.0,69.0,SIPE
4205,SIPE,SIPE_DIAS_NO_LABORALES,DNL_FECHA_ALTA,DATE,7.0,7,0.0,30.0,250.0,SIPE
4206,SIPE,SIPE_DIAS_NO_LABORALES,DNL_USUARIO_ALTA,VARCHAR2,6.0,10,0.0,2.0,250.0,SIPE
4207,SIPE,SIPE_DIAS_NO_LABORALES,DNL_FECHA_NO_LABORAL,DATE,7.0,7,0.0,189.0,250.0,SIPE
4208,SIPE,SIPE_DIAS_NO_LABORALES,DNL_DIV_CLAVE,VARCHAR2,3.0,3,0.0,12.0,250.0,SIPE
4209,SIPE,SIPE_DIAS_NO_LABORALES,DNL_FECHA_MODIF,DATE,1.0,7,250.0,0.0,250.0,SIPE
4210,SIPE,SIPE_DIAS_NO_LABORALES,DNL_USUARIO_MODIF,VARCHAR2,0.0,10,250.0,0.0,250.0,SIPE
4211,SIPE,SIPE_EMISIONES,MIS_USR_CLAVE,VARCHAR2,6.0,8,0.0,3.0,311.0,SIPE
4212,SIPE,SIPE_EMISIONES,MIS_FECHA_MODIF,DATE,7.0,7,0.0,82.0,311.0,SIPE
4213,SIPE,SIPE_EMISIONES,MIS_FECHA_INICIO,DATE,7.0,7,0.0,83.0,311.0,SIPE
4214,SIPE,SIPE_EMISIONES,MIS_FECHA_FIN,DATE,7.0,7,0.0,85.0,311.0,SIPE
4215,SIPE,SIPE_EMISIONES,MIS_TIN_CLAVE,VARCHAR2,3.0,3,0.0,7.0,311.0,SIPE
4216,SIPE,SIPE_EMISIONES,MIS_EMI_CLAVE,VARCHAR2,3.0,7,0.0,140.0,311.0,SIPE
4217,SIPE,SIPE_EMISIONES,MIS_SERIE,VARCHAR2,1.0,6,0.0,1.0,311.0,SIPE
4218,SIPE,SIPE_ENTES,ENT_SUC_NUMERO,NUMBER,4.0,22,0.0,119.0,306.0,SIPE
4219,SIPE,SIPE_ENTES,ENT_TES_CLAVE,VARCHAR2,4.0,3,0.0,2.0,306.0,SIPE
4220,SIPE,SIPE_ENTES,ENT_DIV_CLAVE,VARCHAR2,4.0,3,0.0,7.0,306.0,SIPE
4221,SIPE,SIPE_ENTES,ENT_USR_CLAVE,VARCHAR2,9.0,8,0.0,12.0,306.0,SIPE
4222,SIPE,SIPE_ENTES,ENT_TIPO,VARCHAR2,2.0,1,0.0,2.0,306.0,SIPE
4223,SIPE,SIPE_ENTES,ENT_FECHA_MODIF,DATE,8.0,7,0.0,102.0,306.0,SIPE
4224,SIPE,SIPE_ENTES,ENT_CLAVE,NUMBER,5.0,22,0.0,226.0,306.0,SIPE
4225,SIPE,SIPE_ERRORES,ERR_FECHA_MODIFICACION,DATE,0.0,7,0.0,0.0,0.0,SIPE
4226,SIPE,SIPE_ERRORES,ERR_USER_MODIFICACION,VARCHAR2,0.0,10,0.0,0.0,0.0,SIPE
4227,SIPE,SIPE_ERRORES,ERR_FECHA_CREACION,DATE,0.0,7,0.0,0.0,0.0,SIPE
4228,SIPE,SIPE_ERRORES,ERR_USER_CREACION,VARCHAR2,0.0,10,0.0,0.0,0.0,SIPE
4229,SIPE,SIPE_ERRORES,ERR_ERROR,VARCHAR2,0.0,250,0.0,0.0,0.0,SIPE
4230,SIPE,SIPE_ERRORES,ERR_ID,NUMBER,0.0,22,0.0,0.0,0.0,SIPE
4231,SIPE,SIPE_INICIATIVAS,INI_FECHA_MODIF,DATE,1.0,7,2657.0,0.0,2657.0,SIPE
4232,SIPE,SIPE_INICIATIVAS,INI_USUARIO_MODIF,VARCHAR2,0.0,8,2657.0,0.0,2657.0,SIPE
4233,SIPE,SIPE_INICIATIVAS,INI_FECHA_CREA,DATE,8.0,7,0.0,2657.0,2657.0,SIPE
4234,SIPE,SIPE_INICIATIVAS,INI_USUARIO_CREA,VARCHAR2,9.0,8,0.0,21.0,2657.0,SIPE
4235,SIPE,SIPE_INICIATIVAS,INI_FINAL,NUMBER,4.0,22,0.0,2369.0,2657.0,SIPE
4236,SIPE,SIPE_INICIATIVAS,INI_INICIAL,NUMBER,4.0,22,0.0,2364.0,2657.0,SIPE
4237,SIPE,SIPE_INICIATIVAS,INI_FECHA,DATE,8.0,7,0.0,2657.0,2657.0,SIPE
4238,SIPE,SIPE_INICIATIVAS,INI_CLAVE,NUMBER,4.0,22,0.0,2657.0,2657.0,SIPE
4239,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_EVENTO,VARCHAR2,2.0,3,62098.0,3.0,62146.0,SIPE
4240,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_FECHA_CONCERTACION,DATE,4.0,7,36185.0,2414.0,62146.0,SIPE
4241,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_FOLIO_ORIGEN,NUMBER,3.0,22,39630.0,22325.0,62146.0,SIPE
4242,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_FECHA_VENCIMIENTO,DATE,8.0,7,0.0,5626.0,62146.0,SIPE
4243,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_TASA,NUMBER,5.0,22,0.0,1026.0,62146.0,SIPE
4244,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_PLAZO,NUMBER,4.0,22,0.0,155.0,62146.0,SIPE
4245,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_IMPORTE,NUMBER,5.0,22,0.0,2918.0,62146.0,SIPE
4246,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_FECHA_VALOR,DATE,8.0,7,0.0,5654.0,62146.0,SIPE
4247,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_SUC_NUMERO,NUMBER,4.0,22,0.0,79.0,62146.0,SIPE
4248,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_TES_CLAVE,VARCHAR2,4.0,3,0.0,2.0,62146.0,SIPE
4249,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_MIS_SERIE,VARCHAR2,2.0,6,0.0,1.0,62146.0,SIPE
4250,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_EMI_CLAVE,VARCHAR2,4.0,7,0.0,82.0,62146.0,SIPE
4251,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_TIN_CLAVE,VARCHAR2,4.0,3,0.0,6.0,62146.0,SIPE
4252,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_TST_CLAVE,VARCHAR2,4.0,3,0.0,3.0,62146.0,SIPE
4253,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_USR_CLAVE_MODIF,VARCHAR2,9.0,10,0.0,16.0,62146.0,SIPE
4254,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_USR_CLAVE_REGISTRO,VARCHAR2,9.0,8,0.0,14.0,62146.0,SIPE
4255,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_TIPO,VARCHAR2,2.0,1,0.0,2.0,62146.0,SIPE
4256,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_DIV_CLAVE,VARCHAR2,4.0,3,0.0,5.0,62146.0,SIPE
4257,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_FECHA_MODIF,DATE,8.0,7,0.0,5587.0,62146.0,SIPE
4258,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_FECHA_REGISTRO,DATE,8.0,7,0.0,5616.0,62146.0,SIPE
4259,SIPE,SIPE_INVERSIONES_PRESTAMOS,IPE_FOLIO,NUMBER,5.0,22,0.0,62146.0,62146.0,SIPE
4260,SIPE,SIPE_METODOS_COBRO_PAGO,MCP_EQUIV_STAN,VARCHAR2,2.0,6,2.0,1.0,8.0,SIPE
